plant_id,sheet,customer,owner,ssi,tech_detail
57871,Solar,Dependable Highway Express Inc,Dependable Highway Express Inc,False,Solar Photovoltaic
61491,Solar,First Citizens Bank,First Citizens Bank,False,
59393,Solar,"Emcore Solar New Mexico, LLC","Emcore Solar New Mexico, LLC",False,Solar Photovoltaic
62965,Solar,Pinnacle West / APS,Arizona Public Service Co,False,
57694,Solar,DOE National Renewable Energy Laboratory,DOE National Renewable Energy Laboratory,False,
57692,Solar,DOE National Renewable Energy Laboratory,DOE National Renewable Energy Laboratory,False,
57693,Solar,DOE National Renewable Energy Laboratory,DOE National Renewable Energy Laboratory,False,
57540,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
63435,Solar,AES Wind Generation,AES Distributed Energy,True,
62361,Solar,Standard Solar,Standard Solar,False,
62362,Solar,Standard Solar,Standard Solar,False,
62334,Solar,Standard Solar,Standard Solar,False,
62338,Solar,Standard Solar,Standard Solar,False,
59369,Solar,Altus Power,"Altus Power America Management, LLC",False,
62114,Solar,Greenskies,Greenskies,False,
6125,Solar,Municipal / Public Utility (various),Town of Shrewsbury - (MA),False,
64368,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,
56875,Solar,EDF Power Solutions North America,"EDF Renewable Asset Holdings, Inc.",True,Solar Photovoltaic
65404,Solar,Institutional Self-Generation (various),Antioch Medical Center (site#6) Solar LLC,False,
58010,Solar,Bostonia WSMR SPV LLC,Bostonia WSMR SPV LLC,False,Solar Photovoltaic
57685,Solar,Humphrey Realty,Humphrey Realty,False,
61993,Solar,"SolarStorage Fund C, LLC","SolarStorage Fund C, LLC",False,Solar Photovoltaic
63288,Solar,Brookfield Renewable,Brookfield (GGP),True,Solar Photovoltaic
57372,Solar,enXco Development Corporation,enXco Development Corporation,False,Solar Photovoltaic
57363,Solar,510 REPP One LLC,510 REPP One LLC,False,Solar Photovoltaic
60018,Solar,DTE Energy,DTE Electric Company,True,
65089,Solar,Ameresco San Joaquin Solar LLC,Ameresco San Joaquin Solar LLC,False,Solar Photovoltaic
59866,Solar,Palmer Solar LLC,Palmer Solar LLC,False,Solar Photovoltaic
63630,Solar,Westbound Solar LLC,Westbound Solar LLC,False,
59550,Solar,Putah Creek Solar Farm LLC,Putah Creek Solar Farm LLC,False,Solar Photovoltaic
66088,Solar,Putah Creek Solar Farms LLC,Putah Creek Solar Farms LLC,False,Solar Photovoltaic
61248,Solar,Glopak Corporation,Glopak Corporation,False,Solar Photovoltaic
60803,Solar,Deutsche Bank,Deutsche Bank,False,
61563,Solar,Denver Metro Solar LLC,Denver Metro Solar LLC,False,Solar Photovoltaic
62636,Solar,NVSS-II,NVSS-II,False,
65940,Solar,TotalEnergies,"TotalEnergies Distributed Generation, LLC",True,
64605,Solar,Nautilus Solar Solutions,Nautilus Solar Solutions,False,
63091,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,
57254,Solar,Institutional Self-Generation (various),Victor Valley Community College District,False,Solar Photovoltaic
60499,Solar,"Hartz Solar, LLC","Hartz Solar, LLC",False,Solar Photovoltaic
59060,Solar,Municipal / Public Utility (various),City of Pittsfield - (MA),False,Solar Photovoltaic
61718,Solar,"PCS Energy, LLC","PCS Energy, LLC         ",False,Solar Photovoltaic
65406,Solar,PPL Group,Kentucky Utilities Co,False,Solar Photovoltaic
57310,Solar,Konoike Pacific,Konoike Pacific,False,
61496,Solar,"GCL New Energy, Inc.","GCL New Energy, Inc.",False,Solar Photovoltaic
57939,Solar,National Bank of Arizona,National Bank of Arizona,False,Solar Photovoltaic
58801,Solar,"Leyline Renewable Energy, LLC","Leyline Renewable Energy, LLC",False,Solar Photovoltaic
60341,Solar,CleanCapital Holdings,CleanCapital Holdings,False,Solar Photovoltaic
60515,Solar,Terraform Power,Terraform Arcadia,True,
66532,Solar,Bright Canyon Energy,Bright Canyon Energy,False,Solar Photovoltaic
61281,Solar,"GCL New Energy, Inc.","GCL New Energy, Inc.",False,Solar Photovoltaic
63200,Solar,"Bergenmand Solar Partners, LLC","Bergenmand Solar Partners, LLC",False,Solar Photovoltaic
62880,Solar,Westbound Solar LLC,Westbound Solar LLC,False,
61160,Solar,Mill Solar 1 LLC,Mill Solar 1 LLC,False,
57519,Solar,Trexlertown Solar Array North and South,Trexlertown Solar Array North and South,False,
58483,Solar,Tinton Falls Solar,Tinton Falls Solar,False,Solar Photovoltaic
62272,Solar,"GCL New Energy, Inc.","GCL New Energy, Inc.",False,Solar Photovoltaic
58016,Solar,IKEA Property Inc,IKEA Property Inc,False,Solar Photovoltaic
64124,Solar,"SRC Partnership 3, LLC","SRC Partnership 3, LLC",False,Solar Photovoltaic
64329,Solar,"SRC Partnership 3, LLC","SRC Partnership 3, LLC",False,Solar Photovoltaic
57668,Solar,Carlisle Area School District,Carlisle Area School District,False,Solar Photovoltaic
61408,Solar,LSE Canis Minor LLC,LSE Canis Minor LLC,False,Solar Photovoltaic
57534,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57535,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57227,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57229,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57230,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57900,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57245,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57237,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57219,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
56996,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57217,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57220,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57221,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
57225,Solar,Edison International Group,Southern California Edison Co,False,Solar Photovoltaic
58625,Solar,Fuel Cell Energy,Fuel Cell Energy,False,Solar Photovoltaic
58170,Solar,Institutional Self-Generation (various),San Bernardino Comm College Dist,False,
60781,Solar,Royal Wine Corp,Royal Wine Corp,False,Solar Photovoltaic
61751,Solar,"Rotor Clip Company, Inc.","Rotor Clip Company, Inc.",False,Solar Photovoltaic
57377,Solar,Greater Sandhill I LLC,Greater Sandhill I LLC,False,Solar Photovoltaic
58226,Solar,Newberry Solar 1 LLC,Newberry Solar 1 LLC,False,Solar Photovoltaic
61162,Solar,RB Manufacturing LLC,RB Manufacturing LLC,False,Solar Photovoltaic
64129,Solar,Brookfield Renewable,East Brookfield Adams Road Solar LLC,True,Solar Photovoltaic
62578,Solar,OwnSolar,OwnSolar,False,Solar Photovoltaic
61497,Solar,"GCL New Energy, Inc.","GCL New Energy, Inc.",False,Solar Photovoltaic
60804,Solar,"Gemini Technologies Services, Inc.","Gemini Technologies Services, Inc.",False,
57930,Solar,FRB Solar LLC,FRB Solar LLC,False,Solar Photovoltaic
58802,Solar,"Leyline Renewable Energy, LLC","Leyline Renewable Energy, LLC",False,Solar Photovoltaic
64876,Solar,"0HAM WHAM8 Solar, LLC","0HAM WHAM8 Solar, LLC",False,Solar Photovoltaic
61101,Solar,Ku'ia Solar LLC,Ku'ia Solar LLC,False,Solar Photovoltaic
63758,Solar,Ralph's Grocery Company,Ralph's Grocery Company,False,Solar Photovoltaic
64025,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
57422,Solar,Yolo County of - (CA),Yolo County of - (CA),False,Solar Photovoltaic
65331,Solar,TRITEC Americas,TRITEC Americas,False,Solar Photovoltaic
65114,Solar,"196TRE WHAM8 Solar, LLC","196TRE WHAM8 Solar, LLC",False,Solar Photovoltaic
61206,Solar,Janus Solar Fund LP,Janus Solar Fund LP,False,Solar Photovoltaic
64031,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
58918,Solar,Solarenewal LLC,Solarenewal LLC,False,Solar Photovoltaic
58919,Solar,Solarenewal LLC,Solarenewal LLC,False,Solar Photovoltaic
58920,Solar,Solarenewal LLC,Solarenewal LLC,False,Solar Photovoltaic
69047,Solar,"Generate Community Solar VIII, LLC","Generate Community Solar VIII, LLC",False,Solar Photovoltaic
65057,Solar,"299F2M WHAM8 Solar, LLC","299F2M WHAM8 Solar, LLC",False,Solar Photovoltaic
60098,Solar,Tesla Energy,Tesla Inc.,False,Solar Photovoltaic
64875,Solar,"276FED WHAM8 Solar, LLC","276FED WHAM8 Solar, LLC",False,Solar Photovoltaic
61494,Solar,"Minnesota Solar CSG 1, LLC","Minnesota Solar CSG 1, LLC",False,Solar Photovoltaic
64530,Solar,Standard Solar,Standard Solar,False,Solar Photovoltaic
63413,Solar,GSRP Project Holdings I LLC,GSRP Project Holdings I LLC,False,Solar Photovoltaic
67520,Solar,"Entegrity Solar LRWRA, LLC","Entegrity Solar LRWRA, LLC",False,Solar Photovoltaic
64194,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
64970,Solar,"59FED WHAM8 Solar, LLC","59FED WHAM8 Solar, LLC",False,Solar Photovoltaic
65055,Solar,"77F2M WHAM8 Solar, LLC","77F2M WHAM8 Solar, LLC",False,Solar Photovoltaic
65054,Solar,"71CFR WHAM8 Solar, LLC","71CFR WHAM8 Solar, LLC",False,Solar Photovoltaic
61099,Solar,South Maui Renewable Resources LLC,South Maui Renewable Resources LLC,False,Solar Photovoltaic
66622,Solar,Valta Energy,Valta Energy,False,Solar Photovoltaic
64195,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
63340,Solar,"Owlville Creek Solar 2, LLC","Owlville Creek Solar 2, LLC",False,Solar Photovoltaic
62503,Solar,Solar Mission SunE LLC,Solar Mission SunE LLC,False,Solar Photovoltaic
64465,Solar,"Kern A Community Solar, LLC","Kern A Community Solar, LLC",False,Solar Photovoltaic
61690,Solar,Foreman's Hill CSG LLC,Foreman's Hill CSG LLC,False,Solar Photovoltaic
59426,Solar,Cypress Creek Renewables,Cypress Creek Renewables,False,Solar Photovoltaic
67513,Solar,"Entegrity Solar ADC, LLC","Entegrity Solar ADC, LLC",False,Solar Photovoltaic
64262,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
64261,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
59651,Solar,"BRE Fortnight Owner, LLC","BRE Fortnight Owner, LLC",False,Solar Photovoltaic
57204,Solar,PSEG Group,PSEG Solar Hackettstown LLC,False,Solar Photovoltaic
64436,Solar,"Wilmarth Lane Solar 1, LLC","Wilmarth Lane Solar 1, LLC",False,Solar Photovoltaic
67507,Solar,"Entegrity Solar ACC, LLC","Entegrity Solar ACC, LLC",False,Solar Photovoltaic
57330,Solar,Kent County Levy Court Dept of Pub Work,Kent County Levy Court Dept of Pub Work,False,Solar Photovoltaic
63805,Solar,"147 Williamsville Solar 1, LLC","147 Williamsville Solar 1, LLC",False,Solar Photovoltaic
65168,Solar,Maas Energy Works,Maas Energy Works,False,Solar Photovoltaic
68637,Solar,Green Street Power Partners,Green Street Power Partners,False,Solar Photovoltaic
68398,Solar,Standard Solar,Standard Solar,False,Solar Photovoltaic
62628,Solar,Solar Mission Sunstone US LLC,Solar Mission Sunstone US LLC,False,Solar Photovoltaic
62629,Solar,Solar Mission Sunstone US LLC,Solar Mission Sunstone US LLC,False,Solar Photovoltaic
57773,Solar,"Scale Sustainable I, LLC","Scale Sustainable I, LLC",False,Solar Photovoltaic
65015,Solar,ASD Wallum MA Solar LLC,ASD Wallum MA Solar LLC,False,Solar Photovoltaic
61595,Solar,REC Solar,REC Solar,False,Solar Photovoltaic
61630,Solar,Tioga Solar Morris County 1 LLC,Tioga Solar Morris County 1 LLC,False,Solar Photovoltaic
65014,Solar,ASD Cotuit MA Solar LLC,ASD Cotuit MA Solar LLC,False,Solar Photovoltaic
59754,Solar,Sun E N7 Holdings LLC,Sun E N7 Holdings LLC,False,Solar Photovoltaic
61705,Solar,Geronimo Power,Geronimo Power,True,Solar Photovoltaic
61738,Solar,GWCC PV Solar Farm,GWCC PV Solar Farm,False,Solar Photovoltaic
56667,Solar,Lanai Sustainability Research LLC,Lanai Sustainability Research LLC,False,Solar Photovoltaic
67632,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
66499,Solar,Convergent Energy and Power LP,Convergent Energy and Power LP,False,Solar Photovoltaic
68743,Solar,SoCore Energy LLC,SoCore Energy LLC,False,Solar Photovoltaic
63804,Solar,"Partridgeville Road Solar 1, LLC","Partridgeville Road Solar 1, LLC",False,Solar Photovoltaic
60633,Solar,Cypress Creek Renewables,Cypress Creek Renewables,False,Solar Photovoltaic
59544,Solar,Laurel Capital Partners,Laurel Capital Partners,False,Solar Photovoltaic
57776,Solar,"Scale Sustainable I, LLC","Scale Sustainable I, LLC",False,Solar Photovoltaic
65669,Solar,"Faunce Corner Road Dartmouth Solar 1, LLC","Faunce Corner Road Dartmouth Solar 1, LLC",False,Solar Photovoltaic
67518,Solar,"Nabholz Solar FPS Ozarks, LLC","Nabholz Solar FPS Ozarks, LLC",False,Solar Photovoltaic
67519,Solar,"Nabholz Solar FPS, LLC","Nabholz Solar FPS, LLC",False,Solar Photovoltaic
64588,Solar,BWC Connecticut River LLC,BWC Connecticut River LLC,False,Solar Photovoltaic
63772,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
63399,Solar,"Onsite Partners, LLC","Onsite Partners, LLC",False,Solar Photovoltaic
63289,Solar,GGP Solar,GGP Solar,False,Solar Photovoltaic
60364,Solar,"Emerald Hills Holdings, LLC","Emerald Hills Holdings, LLC",False,Solar Photovoltaic
67527,Solar,"Entegrity Solar WRMC, LLC","Entegrity Solar WRMC, LLC",False,Solar Photovoltaic
58896,Solar,Sunlight General Somerset Solar LLC,Sunlight General Somerset Solar LLC,False,Solar Photovoltaic
60438,Solar,"Whitakers Farm, LLC","Whitakers Farm, LLC",False,Solar Photovoltaic
66222,Solar,Generate NY Community Solar Lessor III,Generate NY Community Solar Lessor III,False,Solar Photovoltaic
63256,Solar,Brookfield Renewable,Brookfield (GGP),True,Solar Photovoltaic
68658,Solar,Sunrise on Drift Rd. LLC,Sunrise on Drift Rd. LLC,False,Solar Photovoltaic
60275,Solar,Westside Assets LLC,Westside Assets LLC,False,Solar Photovoltaic
63337,Solar,"Lansing Renewables, LLC","Lansing Renewables, LLC",False,Solar Photovoltaic
58064,Solar,MARTA,MARTA,False,Solar Photovoltaic
58528,Solar,"Hanwha PVPLUS, LLC","Hanwha PVPLUS, LLC",False,Solar Photovoltaic
68652,Solar,Sunrise on West Main Rd. LLC,Sunrise on West Main Rd. LLC,False,Solar Photovoltaic
64574,Solar,BWC Bass River LLC,BWC Bass River LLC,False,Solar Photovoltaic
68657,Solar,Sunrise on Montague Rd. LLC,Sunrise on Montague Rd. LLC,False,Solar Photovoltaic
66065,Solar,"West Valley Solar, LLC","West Valley Solar, LLC",False,Solar Photovoltaic
59368,Solar,SunRay Power LLC,SunRay Power LLC,False,Solar Photovoltaic
61716,Solar,Geronimo Power,Geronimo Power,True,Solar Photovoltaic
64429,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
61839,Solar,"Today's Power, Inc.","Today's Power, Inc.",False,Solar Photovoltaic
63254,Solar,Altamonte Mall LLC,Altamonte Mall LLC,False,Solar Photovoltaic
58651,Solar,PNC Energy Capital LLC,PNC Energy Capital LLC,False,Solar Photovoltaic
66271,Solar,Ameresco HCE Solar LLC,Ameresco HCE Solar LLC,False,Solar Photovoltaic
64751,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
67170,Solar,Solar Star Prime 4 LLC,Solar Star Prime 4 LLC,False,Solar Photovoltaic
63531,Solar,Pima Solar Mission III LLC,Pima Solar Mission III LLC,False,Solar Photovoltaic
65982,Solar,CleanCapital Holdings,CleanCapital Holdings,False,Solar Photovoltaic
65084,Solar,Solar Partners XI LLC,Solar Partners XI LLC,False,Solar Photovoltaic
61978,Solar,Cypress Creek Renewables,Cypress Creek Renewables,False,Solar Photovoltaic
61905,Solar,GenE Solar I LLC,GenE Solar I LLC,False,Solar Photovoltaic
60231,Solar,Tesla Energy,Tesla Inc.,False,Solar Photovoltaic
59364,Solar,SunRay Power LLC,SunRay Power LLC,False,Solar Photovoltaic
68038,Solar,TRITEC Americas,TRITEC Americas,False,Solar Photovoltaic
64359,Solar,Nautilus Solar Solutions,Nautilus Solar Solutions,False,Solar Photovoltaic
64652,Solar,Nautilus Solar Solutions,Nautilus Solar Solutions,False,Solar Photovoltaic
64649,Solar,Nautilus Solar Solutions,Nautilus Solar Solutions,False,Solar Photovoltaic
59367,Solar,SunRay Power LLC,SunRay Power LLC,False,Solar Photovoltaic
68394,Solar,Madison Energy Investments LLC,Madison Energy Investments LLC,False,Solar Photovoltaic
60586,Solar,Walton Electric Member Corp,Walton Electric Member Corp,False,Solar Photovoltaic
61526,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
59841,Solar,"Luminace Solar Maryland, LLC","Luminace Solar Maryland, LLC",False,Solar Photovoltaic
63317,Solar,Geronimo Power,Geronimo Power,True,Solar Photovoltaic
62473,Solar,Generate NY Community Solar Lessor II,Generate NY Community Solar Lessor II,False,Solar Photovoltaic
68773,Solar,Sunrise on Wing Ln. LLC,Sunrise on Wing Ln. LLC,False,Solar Photovoltaic
64128,Solar,Ware Palmer Road Solar LLC,Ware Palmer Road Solar LLC,False,Solar Photovoltaic
58549,Solar,"Ka Ie Ie Waho Company, LLC","Ka Ie Ie Waho Company, LLC",False,Solar Photovoltaic
67050,Solar,"ESNJ-PLD-ELIZABETH1, LLC","ESNJ-PLD-ELIZABETH1, LLC",False,Solar Photovoltaic
67422,Solar,LSE Delphinus LLC,LSE Delphinus LLC,False,Solar Photovoltaic
67646,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
58123,Solar,NJR Clean Energy Ventures Corporation,NJR Clean Energy Ventures Corporation,False,Solar Photovoltaic
64573,Solar,AMP MA Joe Jenny,AMP MA Joe Jenny,False,Solar Photovoltaic
61798,Solar,Electric Cooperative (various),Kansas Electric Power Coop Inc,False,Solar Photovoltaic
68746,Solar,Onyx Asset Services Group,Onyx Asset Services Group,False,Solar Photovoltaic
63314,Solar,Geronimo Power,Geronimo Power,True,Solar Photovoltaic
65409,Solar,Gilead Sciences Inc. Foster City,Gilead Sciences Inc. Foster City,False,Solar Photovoltaic
67517,Solar,"Entegrity Solar El Dorado SD, LLC","Entegrity Solar El Dorado SD, LLC",False,Solar Photovoltaic
58653,Solar,"Clean Focus Yield, LLC","Clean Focus Yield, LLC",False,Solar Photovoltaic
63530,Solar,Onyx Solar Mission III LLC,Onyx Solar Mission III LLC,False,Solar Photovoltaic
61354,Solar,NJR Clean Energy Ventures II Corporation,NJR Clean Energy Ventures II Corporation,False,Solar Photovoltaic
60060,Solar,Lindberg Field Solar I LLC,Lindberg Field Solar I LLC,False,Solar Photovoltaic
60320,Solar,Jeffco Community Solar Gardens LLC,Jeffco Community Solar Gardens LLC,False,Solar Photovoltaic
58231,Solar,NRG Energy Group,NRG Energy Center Eagles LLC,False,Solar Photovoltaic
56900,Solar,"Luminace Solar New Jersey, LLC","Luminace Solar New Jersey, LLC",False,Solar Photovoltaic
66806,Solar,"White Pine Fleet, LLC","White Pine Fleet, LLC",False,Solar Photovoltaic
66582,Solar,North Kingstown Solar LLC,North Kingstown Solar LLC,False,Solar Photovoltaic
63183,Solar,SunShare Management,SunShare Management,False,Solar Photovoltaic
63179,Solar,SunShare Management,SunShare Management,False,Solar Photovoltaic
63182,Solar,SunShare Management,SunShare Management,False,Solar Photovoltaic
61453,Solar,"Minnesota Solar CSG 19, LLC","Minnesota Solar CSG 19, LLC",False,Solar Photovoltaic
61454,Solar,"Minnesota Solar CSG 21, LLC","Minnesota Solar CSG 21, LLC",False,Solar Photovoltaic
66533,Solar,Bright Canyon Energy,Bright Canyon Energy,False,Solar Photovoltaic
64200,Solar,Jack's Solar Garden,Jack's Solar Garden,False,Solar Photovoltaic
58173,Solar,BMW Manufacturing Co LLC,BMW Manufacturing Co LLC,False,Solar Photovoltaic
65670,Solar,"Ventura Drive Dartmouth Solar 1, LLC","Ventura Drive Dartmouth Solar 1, LLC",False,Solar Photovoltaic
61455,Solar,"Minnesota Solar CSG 9, LLC","Minnesota Solar CSG 9, LLC",False,Solar Photovoltaic
65571,Solar,Verizon Communications,Verizon Communications,False,Solar Photovoltaic
66207,Solar,"Van Epps Solar, LLC","Van Epps Solar, LLC",False,Solar Photovoltaic
59652,Solar,"MKM Oakdale Solar, LLC","MKM Oakdale Solar, LLC",False,Solar Photovoltaic
64687,Solar,Pier Van Der Hoek,Pier Van Der Hoek,False,Solar Photovoltaic
65169,Solar,Maas Energy Works,Maas Energy Works,False,Solar Photovoltaic
67327,Solar,LSE Canes Venatici LLC,LSE Canes Venatici LLC,False,Solar Photovoltaic
2240,Solar,Municipal / Public Utility (various),City of Fremont - (NE),False,Solar Photovoltaic
64229,Solar,Iroquois Solar 1B LLC,Iroquois Solar 1B LLC,False,Solar Photovoltaic
67744,Solar,Milford Pepes Farm Road Solar LLC,Milford Pepes Farm Road Solar LLC,False,Solar Photovoltaic
61493,Solar,E-Volve Energy Holdings LLC,E-Volve Energy Holdings LLC,False,Solar Photovoltaic
59867,Solar,Lockheed Martin Solar System,Lockheed Martin Solar System,False,Solar Photovoltaic
59026,Solar,Mayor and City Council of Baltimore City - (MD),Mayor and City Council of Baltimore City - (MD),False,Solar Photovoltaic
65559,Solar,"LSE Crater, LLC","LSE Crater, LLC",False,Solar Photovoltaic
66948,Solar,TRITEC Americas,TRITEC Americas,False,Solar Photovoltaic
68409,Solar,TRITEC Americas,TRITEC Americas,False,Solar Photovoltaic
59948,Solar,Bakersfield 111 LLC,Bakersfield 111 LLC,False,Solar Photovoltaic
62119,Solar,SS PA II PSU LLC,SS PA II PSU LLC,False,Solar Photovoltaic
65132,Solar,The Greater Light USA LLC,The Greater Light USA LLC,False,Solar Photovoltaic
57655,Solar,Institutional Self-Generation (various),Kern Community College District,False,Solar Photovoltaic
67641,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
66664,Solar,Dublin Street LLC,Dublin Street LLC,False,Solar Photovoltaic
66218,Solar,Generate NY Community Solar Lessor III,Generate NY Community Solar Lessor III,False,Solar Photovoltaic
58040,Solar,CVI CleanCapital Solar 4 LLC,CVI CleanCapital Solar 4 LLC,False,Solar Photovoltaic
65486,Solar,NJR Clean Energy Ventures III Corporation,NJR Clean Energy Ventures III Corporation,False,Solar Photovoltaic
67028,Solar,Randolf Solar Partners LLC,Randolf Solar Partners LLC,False,Solar Photovoltaic
57768,Solar,Ecogy Pennsylvania Systems LLC,Ecogy Pennsylvania Systems LLC,False,Solar Photovoltaic
64587,Solar,BWC Buckmaster Pond LLC,BWC Buckmaster Pond LLC,False,Solar Photovoltaic
61728,Solar,Janus Solar Fund LP,Janus Solar Fund LP,False,Solar Photovoltaic
67638,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
58217,Solar,Yolo County of - (CA),Yolo County of - (CA),False,Solar Photovoltaic
64693,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
63722,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
61379,Solar,"Nordic Solar, LLC","Nordic Solar, LLC",False,Solar Photovoltaic
61740,Solar,Walton Solar,Walton Solar,False,Solar Photovoltaic
68651,Solar,Sunrise on Knight Rd. LLC,Sunrise on Knight Rd. LLC,False,Solar Photovoltaic
64766,Solar,Redwood Coast Energy Authority,Redwood Coast Energy Authority,False,Solar Photovoltaic
63071,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
60051,Solar,Cypress Creek Renewables,Cypress Creek Renewables,False,Solar Photovoltaic
62074,Solar,"Weisshorn Solar I, LLC","Weisshorn Solar I, LLC",False,Solar Photovoltaic
58178,Solar,U.S. General Services Administration,U.S. General Services Administration,False,Solar Photovoltaic
63074,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
60625,Solar,NRG Energy Group,NRG Renew Canal 1 LLC,False,Solar Photovoltaic
62545,Solar,Greenbacker Renewable Energy,Greenbacker Renewable Energy Corporation,True,Solar Photovoltaic
65393,Solar,MidAmerican Energy Company,MidAmerican Energy Co,True,Solar Photovoltaic
64180,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
57959,Solar,Invenergy North America,Invenergy Services LLC,True,Solar Photovoltaic
59546,Solar,Laurel Capital Partners,Laurel Capital Partners,False,Solar Photovoltaic
61683,Solar,"Green Light FIT 2, LLC","Green Light FIT 2, LLC",False,Solar Photovoltaic
61441,Solar,Madison Energy Holdings LLC,Madison Energy Holdings LLC,False,Solar Photovoltaic
61715,Solar,Geronimo Power,Geronimo Power,True,Solar Photovoltaic
61682,Solar,"Green Light FIT 2, LLC","Green Light FIT 2, LLC",False,Solar Photovoltaic
63290,Solar,Brookfield Renewable,Brookfield (GGP),True,Solar Photovoltaic
67526,Solar,"Entegrity Solar UA AG, LLC","Entegrity Solar UA AG, LLC",False,Solar Photovoltaic
58624,Solar,PPS Berkshire Solar LLC,PPS Berkshire Solar LLC,False,Solar Photovoltaic
67521,Solar,"Entegrity Solar Rivercrest SD, LLC","Entegrity Solar Rivercrest SD, LLC",False,Solar Photovoltaic
56993,Solar,"UPC Power Asset Management, LLC","UPC Power Asset Management, LLC",False,Solar Photovoltaic
65560,Solar,"LE Corona Austrina, LLC","LE Corona Austrina, LLC",False,Solar Photovoltaic
63480,Solar,Roberds Garden LLC,Roberds Garden LLC,False,Solar Photovoltaic
62740,Solar,"MSC-Empire01, LLC","MSC-Empire01, LLC",False,Solar Photovoltaic
62260,Solar,"Onsite Partners, LLC","Onsite Partners, LLC",False,Solar Photovoltaic
58643,Solar,Rockford Solar Partners,Rockford Solar Partners,False,Solar Photovoltaic
60836,Solar,Big Lake Holdco LLC,Big Lake Holdco LLC,False,Solar Photovoltaic
62143,Solar,MSC-GreyCloud01 LLC,MSC-GreyCloud01 LLC,False,Solar Photovoltaic
62144,Solar,MSC-Scandia01 LLC,MSC-Scandia01 LLC,False,Solar Photovoltaic
67635,Solar,SunStrong / SunPower,"SunStrong Management, LLC",False,Solar Photovoltaic
64435,Solar,"MA CS Ware West, LLC","MA CS Ware West, LLC",False,Solar Photovoltaic
61753,Solar,"Onsite Partners, LLC","Onsite Partners, LLC",False,Solar Photovoltaic
61271,Solar,"Biltmore Natural Resources, LLC","Biltmore Natural Resources, LLC",False,Solar Photovoltaic
66752,Solar,"DG Empire Shine, LLC","DG Empire Shine, LLC",False,Solar Photovoltaic
67743,Solar,Bollinger Canyon Road BR 1-X Solar Project 2020,Bollinger Canyon Road BR 1-X Solar Project 2020,False,Solar Photovoltaic
57308,Solar,LADWP,Los Angeles Department of Water & Power,False,Solar Photovoltaic
59375,Solar,Nationwide Life Insurance Company,Nationwide Life Insurance Company,False,Solar Photovoltaic
63419,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
60115,Solar,Tesla Energy,Tesla Inc.,False,Solar Photovoltaic
63418,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
63947,Solar,"Forefront Power, LLC","Forefront Power, LLC",False,Solar Photovoltaic
