ordering,segment,rank_in_segment,customer,is_ssi_customer,sites_total,total_gas_mw,sites_confirmed,sites_likely,sites_exposed,mw_at_risk,bpri_weighted,recoverable_usd,worst_site,states,bas,cems_backed_sites,share_at_risk,rank_recoverable,rank_share_at_risk,share_rank_note
by_recoverable_usd,SSI customer (cross-sell),1,"American Electric Power Company, Inc.",True,43,13766.0,2,0,0,1473.0,49.12822071867321,2524255.214199958,Northeastern,"AR, KY, LA, NM, OH, OK, TX, VA, WV","PJM, SWPP",28,0.10700276042423362,1,41.0,
by_recoverable_usd,SSI customer (cross-sell),2,AES Wind Generation,True,7,4947.6,0,1,1,821.4,53.89107991224261,1149470.5873109098,AES Redondo Beach LLC,"CA, IN","CISO, MISO",4,0.1660198884307543,3,31.0,
by_recoverable_usd,SSI customer (cross-sell),3,Invenergy North America,True,6,3987.7000000000003,0,1,0,1498.5,53.56250168291563,1045542.1433447712,Lackawanna Energy Center,"CO, IL, MN, PA, WA","BPAT, MISO, PJM, PSCO",6,0.37578052511472776,4,15.0,
by_recoverable_usd,SSI customer (cross-sell),4,NextEra Energy Resources,True,54,27023.0,0,2,3,2342.8,54.85870880640216,801691.5813294902,Lansing Smith,"CA, FL, MD, MI, NC, NH, NJ, PA, UT, VA","BANC, CISO, DUK, FPL, ISNE, JEA, MISO, PACE, PJM",17,0.0866965177811494,9,43.0,
by_recoverable_usd,SSI customer (cross-sell),5,Capital Power Corporation,True,2,1595.3999999999999,1,0,0,1277.1,64.651686997527,419424.83123712847,Harquahala Generating Project,"AZ, WA","BPAT, SRP",2,0.8004889056036104,18,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,SSI customer (cross-sell),6,We Energies,True,15,2803.3,0,2,2,359.8,51.48739823242919,318792.2617860459,Weston,WI,MISO,8,0.12834873185174614,23,37.0,
by_recoverable_usd,SSI customer (cross-sell),7,Southern Power,True,8,8086.9,0,1,0,1995.6999999999998,55.49183563285493,86216.1747715704,E B Harris Electric Generating Plant,"AL, GA, NC","DUK, SOCO",7,0.24678183234614004,44,26.0,
by_recoverable_usd,SSI customer (cross-sell),8,Nordex Acciona North America,True,1,0.0,0,0,0,0.0,50.0,0.0,Nevada Solar One,NV,NEVP,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,SSI customer (cross-sell),9,Pacificorp,True,8,4951.2,0,0,1,0.0,50.51812774459342,0.0,Jim Bridger,"OR, UT, WA, WY","BPAT, PACE, PACW",8,0.0,65,58.0,
by_recoverable_usd,SSI customer (cross-sell),10,Oklahoma Gas and Electric,True,10,6069.299999999999,0,0,0,0.0,48.49326557818144,0.0,Tinker,OK,SWPP,9,0.0,65,58.0,
by_recoverable_usd,SSI customer (cross-sell),11,MidAmerican Energy Company,True,13,1621.8,0,1,0,576.3,58.41490190668031,0.0,Greater Des Moines,"IA, IL",MISO,4,0.3553459119496855,65,16.0,
by_recoverable_usd,SSI customer (cross-sell),12,Alliant Energy,True,11,3917.0,1,2,0,1577.8999999999999,64.9815529022461,0.0,West Riverside Energy Center,"IA, WI",MISO,6,0.402833801378606,65,14.0,
by_recoverable_usd,SSI customer (cross-sell),13,Allete Clean Energy,True,4,142.5,0,1,0,116.0,65.89368555994082,0.0,Syl Laskin,MN,MISO,1,0.8140350877192982,65,4.0,
by_recoverable_usd,SSI customer (cross-sell),14,Portland General Electric,True,6,2115.3,0,1,0,24.5,43.521819565647334,0.0,Beaver,OR,PGE,3,0.011582281473077103,65,56.0,
by_recoverable_usd,SSI customer (cross-sell),15,Avangrid Renewables,True,2,619.1,0,0,0,0.0,44.92625174090471,0.0,Klamath Expansion Project,OR,AVRN,2,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,SSI customer (cross-sell),16,Ameren Energy,True,9,3761.4,0,0,0,0.0,50.55532093994996,0.0,Meramec,"IL, MO",MISO,7,0.0,65,58.0,
by_recoverable_usd,SSI customer (cross-sell),17,Constellation Energy Corp.,True,15,7768.5,0,0,4,0.0,53.63354726368277,0.0,Notch Cliff,"CA, IL, MA, MD, PA, TX","ERCO, ISNE, LDWP, PJM",7,0.0,65,58.0,
by_recoverable_usd,SSI customer (cross-sell),18,DTE Energy,True,24,4332.1,0,1,1,18.5,38.67104271612076,0.0,St Clair,"AL, CA, IL, KY, MI, NJ, OH","CISO, MISO, PJM, SOCO, TVA",10,0.004270446203919576,65,57.0,
by_recoverable_usd,SSI customer (cross-sell),19,Clearway Energy Operating LLC,True,2,828.0,0,1,0,828.0,79.63927751996825,0.0,Marsh Landing Generating Station,CA,CISO,1,1.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,SSI customer (cross-sell),20,Clearlight Energy,True,1,61.5,0,0,0,0.0,43.610363117095055,0.0,Algonquin Power Sanger LLC,CA,CISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,SSI customer (cross-sell),21,Evergy,True,17,3613.9,1,1,0,687.9000000000001,57.52623004169571,0.0,Hawthorn,"KS, MO, OK",SWPP,13,0.1903483770995324,65,29.0,
by_recoverable_usd,SSI customer (cross-sell),22,Engie North America,True,2,15.0,0,1,0,8.0,77.88000617485744,0.0,Metro Wastewater Reclamation District,CO,PSCO,0,0.5333333333333333,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_share_at_risk,SSI customer (cross-sell),1,Allete Clean Energy,True,4,142.5,0,1,0,116.0,65.89368555994082,0.0,Syl Laskin,MN,MISO,1,0.8140350877192982,65,4.0,
by_share_at_risk,SSI customer (cross-sell),2,Alliant Energy,True,11,3917.0,1,2,0,1577.8999999999999,64.9815529022461,0.0,West Riverside Energy Center,"IA, WI",MISO,6,0.402833801378606,65,14.0,
by_share_at_risk,SSI customer (cross-sell),3,Invenergy North America,True,6,3987.7000000000003,0,1,0,1498.5,53.56250168291563,1045542.1433447712,Lackawanna Energy Center,"CO, IL, MN, PA, WA","BPAT, MISO, PJM, PSCO",6,0.37578052511472776,4,15.0,
by_share_at_risk,SSI customer (cross-sell),4,MidAmerican Energy Company,True,13,1621.8,0,1,0,576.3,58.41490190668031,0.0,Greater Des Moines,"IA, IL",MISO,4,0.3553459119496855,65,16.0,
by_share_at_risk,SSI customer (cross-sell),5,Southern Power,True,8,8086.9,0,1,0,1995.6999999999998,55.49183563285493,86216.1747715704,E B Harris Electric Generating Plant,"AL, GA, NC","DUK, SOCO",7,0.24678183234614004,44,26.0,
by_share_at_risk,SSI customer (cross-sell),6,Evergy,True,17,3613.9,1,1,0,687.9000000000001,57.52623004169571,0.0,Hawthorn,"KS, MO, OK",SWPP,13,0.1903483770995324,65,29.0,
by_share_at_risk,SSI customer (cross-sell),7,AES Wind Generation,True,7,4947.6,0,1,1,821.4,53.89107991224261,1149470.5873109098,AES Redondo Beach LLC,"CA, IN","CISO, MISO",4,0.1660198884307543,3,31.0,
by_share_at_risk,SSI customer (cross-sell),8,We Energies,True,15,2803.3,0,2,2,359.8,51.48739823242919,318792.2617860459,Weston,WI,MISO,8,0.12834873185174614,23,37.0,
by_share_at_risk,SSI customer (cross-sell),9,"American Electric Power Company, Inc.",True,43,13766.0,2,0,0,1473.0,49.12822071867321,2524255.214199958,Northeastern,"AR, KY, LA, NM, OH, OK, TX, VA, WV","PJM, SWPP",28,0.10700276042423362,1,41.0,
by_share_at_risk,SSI customer (cross-sell),10,NextEra Energy Resources,True,54,27023.0,0,2,3,2342.8,54.85870880640216,801691.5813294902,Lansing Smith,"CA, FL, MD, MI, NC, NH, NJ, PA, UT, VA","BANC, CISO, DUK, FPL, ISNE, JEA, MISO, PACE, PJM",17,0.0866965177811494,9,43.0,
by_share_at_risk,SSI customer (cross-sell),11,Portland General Electric,True,6,2115.3,0,1,0,24.5,43.521819565647334,0.0,Beaver,OR,PGE,3,0.011582281473077103,65,56.0,
by_share_at_risk,SSI customer (cross-sell),12,DTE Energy,True,24,4332.1,0,1,1,18.5,38.67104271612076,0.0,St Clair,"AL, CA, IL, KY, MI, NJ, OH","CISO, MISO, PJM, SOCO, TVA",10,0.004270446203919576,65,57.0,
by_share_at_risk,SSI customer (cross-sell),13,Pacificorp,True,8,4951.2,0,0,1,0.0,50.51812774459342,0.0,Jim Bridger,"OR, UT, WA, WY","BPAT, PACE, PACW",8,0.0,65,58.0,
by_share_at_risk,SSI customer (cross-sell),14,Oklahoma Gas and Electric,True,10,6069.299999999999,0,0,0,0.0,48.49326557818144,0.0,Tinker,OK,SWPP,9,0.0,65,58.0,
by_share_at_risk,SSI customer (cross-sell),15,Ameren Energy,True,9,3761.4,0,0,0,0.0,50.55532093994996,0.0,Meramec,"IL, MO",MISO,7,0.0,65,58.0,
by_share_at_risk,SSI customer (cross-sell),16,Constellation Energy Corp.,True,15,7768.5,0,0,4,0.0,53.63354726368277,0.0,Notch Cliff,"CA, IL, MA, MD, PA, TX","ERCO, ISNE, LDWP, PJM",7,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),1,Entergy Group,False,33,21114.5,4,1,1,3017.7,49.32546386477391,1245408.8626297608,New Orleans Power,"AR, LA, MS, TX","ERCO, MISO, TVA",24,0.14292074167041605,2,33.0,
by_recoverable_usd,prospect (cold outreach),2,Louisiana Generating LLC,False,1,626.0,0,0,0,0.0,53.75,988454.2637033965,Big Cajun 2,LA,MISO,1,0.0,5,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),3,Southern Company Group,False,30,16172.5,1,1,0,969.0,48.98257606442951,972979.7117908988,Jack Watson,"AL, GA, MS","SOCO, nan",21,0.05991652496521874,6,49.0,
by_recoverable_usd,prospect (cold outreach),4,Calpine Group,False,23,10861.3,0,1,5,697.8,56.521935230198316,898526.5507755905,Cumberland (NJ),"CA, DE, MA, NJ, NY, PA, TX","BANC, CISO, ERCO, ISNE, NYIS, PJM",19,0.06424645300286337,7,47.0,
by_recoverable_usd,prospect (cold outreach),5,Puget Sound Energy,False,8,1932.1999999999998,0,0,0,0.0,43.10175203288714,853547.8245214757,Frederickson,WA,PSEI,6,0.0,8,58.0,
by_recoverable_usd,prospect (cold outreach),6,Dominion Energy Group,False,30,14797.8,1,1,1,1160.8,49.880676507857906,792287.0162041412,Urquhart,"NC, SC, VA","PJM, SCEG",22,0.07844409304085742,10,46.0,
by_recoverable_usd,prospect (cold outreach),7,Electric Cooperative (various),False,58,16482.1,1,4,2,2316.6,52.3467722399479,777000.0623078714,Wildcat Point Generation Facility,"AL, AR, AZ, CA, CO, GA, IA, IL, MD, MS, MT, NE, NM, OK, TX, UT, VA, WI","CISO, ERCO, MISO, NWMT, PACE, PJM, PSCO, SOCO, SWPP, TVA, WALC",39,0.1405524781429551,11,34.0,
by_recoverable_usd,prospect (cold outreach),8,Brazos Valley Energy,False,1,675.6,0,0,0,0.0,70.21535518380912,700288.9682864882,Jack Fusco Energy Center,TX,MISO,1,0.0,12,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),9,CPV / Competitive Power Ventures,False,7,7510.9,1,2,0,3359.1,56.31914834947798,609964.0624708966,CPV Three Rivers Energy Center,"CT, IL, MD, NY, PA","ISNE, NYIS, PJM",7,0.4472300256959885,13,11.0,
by_recoverable_usd,prospect (cold outreach),10,CPS Energy,False,13,6502.6,1,1,0,1624.2,59.37298340326252,536057.4566644741,Barney M Davis,TX,ERCO,10,0.24977701227201426,14,25.0,
by_recoverable_usd,prospect (cold outreach),11,Astoria Energy LLC,False,1,595.0,0,0,0,0.0,58.15356475147442,464131.4758198325,Astoria Energy,NY,NYIS,1,0.0,15,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),12,Bridgeport Energy LLC,False,1,520.0,0,0,0,0.0,51.90140487465243,459152.2272717622,Bridgeport Energy Project,CT,ISNE,1,0.0,16,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),13,Emera Group (TECO),False,7,5757.5,0,0,1,0.0,55.818472491586284,423118.03681647097,Big Bend,FL,TEC,6,0.0,17,58.0,
by_recoverable_usd,prospect (cold outreach),14,Public Service Co of NM,False,5,721.3,0,0,1,0.0,53.8308409813661,400404.13708452374,Reeves,NM,PNM,5,0.0,19,58.0,
by_recoverable_usd,prospect (cold outreach),15,LCRA,False,5,2228.6,1,0,0,609.0,59.87241134356915,388318.35939319374,Lost Pines 1 Power Project,TX,ERCO,4,0.27326572736246973,20,22.0,
by_recoverable_usd,prospect (cold outreach),16,GenOn Holdings,False,4,3386.0,0,0,0,0.0,60.62838860806874,338899.6991294982,Ormond Beach,"CA, MD, PA","CISO, PJM",3,0.0,21,58.0,
by_recoverable_usd,prospect (cold outreach),17,Indeck-Corinth Ltd Partnership,False,1,147.0,0,0,0,0.0,58.40877506193544,333906.6617134898,Indeck Corinth Energy Center,NY,NYIS,1,0.0,22,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),18,Sempra Group,False,4,1251.0,1,1,0,1096.3,65.15590270080618,313528.1915537341,Desert Star Energy Center,"CA, NV",CISO,4,0.8763389288569144,24,3.0,
by_recoverable_usd,prospect (cold outreach),19,"Tri-State G & T Assn, Inc",False,7,975.3,0,1,2,396.9,53.70987492010007,311632.487502678,JM Shafer Generating Station,"CO, NM","PNM, PSCO, WACM",4,0.4069517071670255,25,13.0,
by_recoverable_usd,prospect (cold outreach),20,Xcel Energy Group,False,30,7024.9,0,1,5,300.0,53.67309515388496,296206.7154544364,Manchief Electric Generating Station,"CO, MN, SD, WI","MISO, PSCO, WACM",16,0.0427052342382098,26,51.0,
by_recoverable_usd,prospect (cold outreach),21,Santa Rosa Energy Center LLC,False,1,274.5,0,1,0,274.5,69.77245676925597,272565.6896064582,Santa Rosa Energy Center,FL,FPL,1,1.0,27,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),22,Frontera Generation Limited Partnership,False,1,529.0,0,1,0,529.0,65.09851983768341,257664.484818456,Frontera Energy Center,TX,ERCO,1,1.0,28,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),23,"Bowline, LLC",False,1,1242.0,0,0,0,0.0,62.44642857142858,252792.75736721195,Bowline Point,NY,NYIS,1,0.0,29,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),24,"New Castle Power, LLC",False,1,348.0,0,0,0,0.0,57.407503506311365,243520.32004579084,New Castle Plant,PA,PJM,1,0.0,30,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),25,Duke Energy Group,False,46,31040.8,1,1,1,698.8,48.661987212387366,238101.45918233838,P L Bartow,"FL, IN, NC, OH, SC","CPLE, DUK, FPC, GVL, MISO, PJM, TEC",28,0.022512306383856085,31,54.0,
by_recoverable_usd,prospect (cold outreach),26,Madison Gas & Electric Co,False,6,467.7,0,0,1,0.0,55.10319059269624,217291.9806181852,Sycamore (WI),WI,MISO,3,0.0,32,58.0,
by_recoverable_usd,prospect (cold outreach),27,LADWP,False,12,4454.3,1,2,1,1476.2,48.55657908936351,213784.34997027455,Harbor,"CA, NV, UT","LDWP, NEVP",11,0.33141009810744676,33,17.0,
by_recoverable_usd,prospect (cold outreach),28,AltaGas Blythe Operations Inc,False,1,591.0,1,0,0,591.0,80.68993506493506,191154.7059661368,Blythe Energy Inc,CA,CISO,1,1.0,34,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),29,El Paso Electric,False,7,2122.2000000000003,0,1,0,285.0,46.06139378996235,182121.22454794106,Newman,"NM, TX",EPE,7,0.13429459994345488,35,36.0,
by_recoverable_usd,prospect (cold outreach),30,Astoria Energy II LLC,False,1,650.0,0,0,0,0.0,62.17465791727381,141339.08129434547,Astoria Energy II,NY,NYIS,0,0.0,36,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),31,Wise County Power Company LLC,False,1,821.7,0,1,0,821.7,78.54607934591748,124740.91374758755,Wise County Power LLC,TX,ERCO,1,1.0,37,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),32,Vistra Group,False,23,14469.1,2,2,5,3429.8,53.96409308698129,116953.06728022489,Graham,"CA, IL, NJ, NY, OH, TX, VA, WV","CISO, ERCO, MISO, NYIS, PJM",18,0.23704307800761623,38,27.0,
by_recoverable_usd,prospect (cold outreach),33,Los Esteros Critical Energy Facility LLC,False,1,306.1,0,0,0,0.0,54.326839826839816,113399.48585240224,Los Esteros Critical Energy Center,CA,CISO,1,0.0,39,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),34,Hoosier Energy,False,5,1066.4,1,0,0,780.0,55.80018860214404,110054.37165033302,St Joseph Energy Center,"IL, IN","MISO, PJM",2,0.7314328582145536,40,6.0,
by_recoverable_usd,prospect (cold outreach),35,Rathdrum Power LLC,False,1,301.5,0,0,0,0.0,45.51513576687689,110024.52139609354,Rathdrum Power LLC,ID,AVA,1,0.0,41,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),36,Westbrook Energy Center,False,1,563.9,0,1,0,563.9,63.564728644200635,97019.21440193157,Westbrook Energy Center Power Plant,ME,ISNE,1,1.0,42,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),37,Castleton Energy Center,False,1,72.0,1,0,0,72.0,64.23092615259078,95747.15473320488,Castleton Energy Center,NY,NYIS,1,1.0,43,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),38,Dartmouth Power Associates LP,False,2,97.39999999999999,0,0,0,0.0,48.01471411340904,79596.73069435159,Dartmouth Power Associates LP,MA,ISNE,2,0.0,45,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),39,Otay Mesa Energy Center LLC,False,1,710.7,0,1,0,710.7,66.38308913308913,79227.03007359932,Otay Mesa Generating Project,CA,CISO,1,1.0,46,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),40,Municipal / Public Utility (various),False,196,14017.7,0,10,11,1156.1000000000001,49.162789209295525,75901.77749191545,North Ninth Street,"AL, AR, CA, CO, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MI, MN, MO, NE, NJ, NM, NY, OH, OK, SC, TX, UT, VT, WA, WI, WY","AECI, BANC, BPAT, CISO, DUK, ERCO, FMPP, FPC, ISNE, LDWP, LGEE, MISO, NYIS, PACE, PJM, SOCO, SPA, SWPP, TAL, WACM",69,0.08247430034884468,47,45.0,
by_recoverable_usd,prospect (cold outreach),41,"Hunlock Energy, LLC",False,2,189.9,0,1,0,145.9,66.84352529706806,73567.76514533655,Hunlock Power Station,PA,PJM,2,0.7682991047919958,48,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),42,Oglethorpe Power,False,7,4318.3,1,0,0,596.6,50.755703694655544,70519.24315419848,Talbot County Energy,GA,SOCO,6,0.1381562188824306,49,35.0,
by_recoverable_usd,prospect (cold outreach),43,"Gilbert Power, LLC",False,2,512.0,0,1,0,351.0,72.25288715395259,70309.85668047896,Gilbert,NJ,PJM,2,0.685546875,50,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),44,"Cobalt Power, L.L.C.",False,1,361.0,0,1,0,361.0,64.81807081807081,64562.20725705652,Garrison Energy Center LLC,DE,PJM,1,1.0,51,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),45,"Allegany Generating Station, LLC",False,1,67.0,0,0,0,0.0,65.58764990681468,64414.623521446665,Allegany Cogen,NY,NYIS,0,0.0,52,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),46,"Hull Street Energy, LLC",False,4,461.5,0,1,0,82.0,57.63136121306952,63786.532741773946,Pinelawn Power LLC,"CT, MA, NY","ISNE, NYIS",4,0.17768147345612134,53,30.0,
by_recoverable_usd,prospect (cold outreach),47,Turlock Irrigation District,False,3,573.9000000000001,0,0,0,0.0,49.66594872460088,56377.72231236639,Almond Power Plant,CA,TIDC,2,0.0,54,58.0,
by_recoverable_usd,prospect (cold outreach),48,Sunflower Electric Power Corp,False,9,756.9,0,0,2,0.0,45.361639642597915,50792.361141365815,Cimarron River,KS,SWPP,6,0.0,55,58.0,
by_recoverable_usd,prospect (cold outreach),49,Indeck-Energy Serv Silver Spg,False,1,56.599999999999994,0,0,0,0.0,66.33374133006934,49402.13127527252,Indeck Silver Springs Energy Center,NY,NYIS,1,0.0,56,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),50,Los Medanos Energy Center LLC,False,1,678.3,0,0,0,0.0,59.57218042678391,45329.77924954797,Los Medanos Energy Center,CA,CISO,1,0.0,57,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),51,NV Energy (BHE),False,17,7515.9,0,2,0,2044.3999999999999,55.154792765189306,44208.06286462379,Clark (NVE),"CA, NV","CISO, NEVP",13,0.27201000545510184,58,23.0,
by_recoverable_usd,prospect (cold outreach),52,LS Power Group,False,5,3683.1,2,0,1,2095.5,67.42610839133661,41862.881028355514,Ravenswood,"IL, NY, OH","NYIS, PJM",4,0.5689500692351552,59,8.0,
by_recoverable_usd,prospect (cold outreach),53,"Gregory Power Holdings, LLC",False,1,469.8,0,1,0,469.8,69.77693840988789,29656.857308166782,Gregory Power Plant,TX,ERCO,1,1.0,60,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),54,"HO Clarke Generating, LLC",False,1,484.0,0,0,0,0.0,54.5248558630131,16248.224312214723,HO Clarke Generating,TX,ERCO,1,0.0,61,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),55,Shelter Insurance Companies,False,3,50.5,1,0,0,35.0,69.51608707348134,9939.732300127711,Columbia (MO),MO,MISO,0,0.693069306930693,62,7.0,
by_recoverable_usd,prospect (cold outreach),56,"Cartier Energy, LLC",False,7,153.2,0,1,0,118.0,72.72992626226721,4302.442803111964,Energy Center Dover,"CT, DE, NJ","ISNE, PJM",1,0.7702349869451698,63,5.0,
by_recoverable_usd,prospect (cold outreach),57,Hoffer Plastics,False,1,7.2,0,0,0,0.0,66.64597657244715,237.65706753892005,Hoffer Plastics,IL,PJM,0,0.0,64,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),58,Paris Generation LP,False,1,265.6,0,0,0,0.0,50.455975411269,0.0,Paris Energy Center,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),59,Newman & Co Inc,False,1,1.8,0,0,0,0.0,45.09104793233083,0.0,Newman (PA),PA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),60,Newark Bay Cogeneration Partnership LP,False,1,152.0,0,1,0,152.0,67.80303030303028,0.0,Newark Bay Cogeneration Partnership LP,NJ,PJM,0,1.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),61,Newark America,False,1,6.3,0,0,0,0.0,45.81538461538462,0.0,Newark America Mill,MA,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),62,Parkway Generation,False,5,3687.9,0,0,1,0.0,59.41522557002552,0.0,Burlington Generating Station,"MD, NJ",PJM,5,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),63,NewYork-Presbyterian Brooklyn Methodist Hospital,False,1,0.0,0,0,0,0.0,50.0,0.0,NewYork-Presbyterian Brooklyn Methodist,NY,NYIS,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),64,"New-Indy, Oxnard LLC",False,1,29.0,0,0,0,0.0,42.53623188405797,0.0,Oxnard Paper Mill,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),65,New-Indy Ontario LLC,False,1,33.0,0,0,0,0.0,39.030797101449274,0.0,New-Indy Ontario Mill,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),66,New York Zoological Society,False,1,3.6,0,0,0,0.0,51.25824036511156,0.0,Bronx Zoo,NY,NYIS,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),67,New York Power Authority,False,9,1215.0,0,0,0,0.0,53.546121943469984,0.0,Brentwood,NY,NYIS,9,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),68,New Ulm Public Utilities Comm,False,1,27.0,0,0,0,0.0,55.135489510489506,0.0,New Ulm,MN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),69,New Prague Utilities Comm,False,1,16.9,0,0,0,0.0,60.13290103378981,0.0,New Prague,MN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),70,New Hope Power Company,False,1,0.0,0,0,0,0.0,50.0,0.0,Okeelanta Cogeneration,FL,FPL,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),71,Pasadena Refining System Inc,False,1,0.0,0,0,0,0.0,50.0,0.0,PRSI FCC Generator,TX,ERCO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),72,New Energy One LLC,False,1,3.2,0,0,0,0.0,44.868421052631575,0.0,Rock Creek Dairy,ID,IPCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),73,Pasadena Statutory Trust,False,1,815.0,0,0,0,0.0,46.066366885172584,0.0,Pasadena Cogeneration,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),74,Pasco County - (FL),False,1,0.0,0,0,0,0.0,50.0,0.0,Pasco Cnty Solid Waste Resource Recovery,FL,FPC,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),75,Patheon Manufacturing Service LLC,False,1,4.0,0,0,1,0.0,69.94148936170212,0.0,DSM Pharmaceuticals,NC,CPLE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),76,New York State Elec & Gas Corp,False,1,7.0,0,0,0,0.0,46.35135135135135,0.0,Auburn State Street,NY,NYIS,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),77,North Carolina El Member Corp,False,2,687.6,0,0,0,0.0,52.895039713717026,0.0,Hamlet Generating Facility,NC,CPLE,2,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),78,North Branch Water & Light Comm,False,1,0.0,0,0,0,0.0,50.0,0.0,North Branch (MN),MN,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),79,Paducah Power System,False,1,120.0,0,0,0,0.0,47.60914760914761,0.0,PPS Power Plant No 1,KY,LGEE,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
