ordering,segment,rank_in_segment,customer,is_ssi_customer,sites_total,total_gas_mw,sites_confirmed,sites_likely,sites_exposed,mw_at_risk,bpri_weighted,recoverable_usd,worst_site,states,bas,cems_backed_sites,share_at_risk,rank_recoverable,rank_share_at_risk,share_rank_note
by_recoverable_usd,prospect (cold outreach),361,MPUA,False,2,40.900000000000006,0,0,0,0.0,44.12004935548481,0.0,Fredericktown Energy Center,MO,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),362,MPH Cross Island Power,False,1,100.0,0,0,0,0.0,55.62987736900781,0.0,Edgewood Energy LLC,NY,NYIS,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),363,"MPC Generating, LLC",False,1,386.1,0,0,0,0.0,51.52965366799756,0.0,MPC Generating,GA,SOCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),364,MMC Escondido LLC,False,1,54.0,0,0,0,0.0,50.753690753690755,0.0,Escondido Energy Center,CA,CISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),365,MM West Covina Energy LLC,False,1,6.8,0,0,0,0.0,36.79341491841492,0.0,MM West Covina,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),366,MM Tulare Energy LLC,False,1,1.8,0,0,0,0.0,51.02385561688557,0.0,MM Tulare Energy,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),367,MM Taunton Energy LLC,False,1,3.6,0,0,0,0.0,51.105603448275865,0.0,MM Taunton Energy,MA,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),368,MM Tajiguas Energy LLC,False,1,3.0,0,0,0,0.0,42.992592592592594,0.0,Tajiguas Plant,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),369,MM San Diego Energy-Miramar,False,1,7.300000000000001,0,0,0,0.0,46.473250507099394,0.0,MM San Diego-Miramar,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),370,MM Prince William Energy LLC,False,1,6.6,0,0,0,0.0,45.246069979716026,0.0,MM Prince William Energy,VA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),371,MM Prima Deshecha Energy LLC,False,1,6.0,0,0,0,0.0,44.93333333333334,0.0,Prima Plant,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),372,"MRP Generation Holdings, LLC",False,1,960.0,0,0,0,0.0,63.4375,0.0,High Desert Power Plant,CA,CISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),373,Metropolitan Pier and Exposition Auth,False,2,0.0,0,0,0,0.0,50.0,0.0,MPEA Energy Center,IL,PJM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),374,Mesquite Power LLC,False,1,691.6,0,0,0,0.0,52.52164502164502,0.0,Mesquite Generating Station Block 2,AZ,SRP,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),375,Merced Power LLC,False,1,0.0,0,0,0,0.0,50.0,0.0,El Nido Facility,CA,CISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),376,Melrose Public Utilities,False,1,0.0,0,0,0,0.0,50.0,0.0,Melrose,MN,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),377,Mead Coated Board Inc,False,2,25.0,0,0,0,0.0,45.637662117487494,0.0,Mead Coated Board,AL,SOCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),378,McKinley Paper,False,1,66.5,0,0,0,0.0,41.266472633195896,0.0,Combined Locks Energy Center,WI,MISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),379,Mayor and City Council of Baltimore City - (MD),False,1,2.2,0,0,0,0.0,47.55958417849899,0.0,Back River Waste Water Treatment,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),380,Maui Electric Co Ltd,False,1,0.0,0,0,0,0.0,50.0,0.0,Kahului,HI,nan,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),381,Matanuska Electric Assn Inc,False,1,171.0,0,0,0,0.0,50.5,0.0,Eklutna Generation Station,AK,nan,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),382,Masspower,False,1,260.9,0,0,0,0.0,48.70491412559924,0.0,Masspower,MA,ISNE,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),383,Manitowoc Public Utilities,False,3,24.5,0,0,2,0.0,53.96906753799257,0.0,Manitowoc,WI,MISO,0,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),384,Massachusetts Mun Wholes Electric Co,False,2,320.0,0,1,0,255.0,62.54025577016644,0.0,Stony Brook,MA,ISNE,2,0.796875,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),385,Massachusetts Inst of Tech,False,1,43.4,0,0,0,0.0,60.8347189890256,0.0,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),386,"Mas Durham Power, LLC",False,1,2.2,0,0,0,0.0,45.11601297093217,0.0,"Mas Durham Power, LLC",NC,DUK,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),387,"Mas Countryside RNG, LLC",False,1,12.8,0,0,0,0.0,34.08434296365331,0.0,"Mas Countryside RNG, LLC",IL,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),388,Maryland Environmental Service,False,2,3.8,0,0,0,0.0,48.142742673992664,0.0,Eastern Correctional Institute,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),389,Maryland Economic Development Corporation,False,2,27.4,0,0,0,0.0,48.85921891439596,0.0,UMCP CHP Plant,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),390,Martinez Refining Co,False,1,100.0,0,0,0,0.0,31.335126531270152,0.0,Martinez Refining,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),391,"Mars Wrigley Confectionery US, LLC",False,1,12.3,0,0,0,0.0,53.042763157894726,0.0,"Mars Wrigley Confectionery US, LLC",NJ,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),392,"Mark One Generating, LLC",False,1,484.0,0,0,0,0.0,34.77633477633477,0.0,Mark One Power Station,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),393,Marcus Hook 50 L.P,False,1,50.5,0,0,0,0.0,53.98368298368298,0.0,Marcus Hook Refinery Cogen,PA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),394,Marathon Petroleum Company LP,False,3,1082.5,0,0,0,0.0,35.58232347611837,0.0,Tesoro SLC Cogeneration Plant,"TX, UT","ERCO, PACE",1,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),395,Massachusetts Wtr Rauth-Deer I,False,1,17.5,0,0,0,0.0,42.03164160401003,0.0,Deer Island Treatment Plant,MA,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),396,Town of Munster,False,1,1.1,0,0,0,0.0,38.12317909471067,0.0,Munster Landfill Gas-to-Energy,IN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),397,Town of Hudson - (MA),False,1,14.0,0,0,0,0.0,63.013424765377366,0.0,Cherry Street,MA,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),398,Town of Berlin - (MD),False,1,2.0,0,0,0,0.0,50.093052738336716,0.0,Berlin,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),399,Total Petrochemicals USA Inc,False,1,38.4,0,0,0,0.0,43.18840579710145,0.0,Port Arthur Texas Refinery,TX,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),400,"Torrance Refining Company, LLC",False,1,22.5,0,0,0,0.0,63.12936481543066,0.0,"Torrance Refining Company, LLC",CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),401,Toro Energy of California SLO,False,1,1.5,0,0,0,0.0,41.03714503042597,0.0,Cold Canyon 1,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),402,Toray Plastics America,False,2,20.0,0,0,0,0.0,39.84678626594338,0.0,Toray Plastic America's CHP Plant,RI,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),403,"Topaz Generating, LLC",False,1,605.0,0,0,0,0.0,45.528499278499275,0.0,Topaz Generating,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),404,Tiverton Power LLC,False,1,274.5,0,0,0,0.0,41.82293672958397,0.0,Tiverton Power Plant,RI,ISNE,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),405,"Titus Power, LLC",False,1,0.0,0,0,0,0.0,50.0,0.0,Titus,PA,PJM,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),406,Platte River Power Authority,False,1,506.79999999999995,0,0,0,0.0,40.35798909127276,0.0,Rawhide,CO,PSCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),407,Tilton Energy LLC,False,1,188.0,0,0,0,0.0,50.73454397061824,0.0,Tilton,IL,MISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),408,"Tillamook BioGas, LLC Digester",False,1,1.0,0,0,0,0.0,50.963615618661265,0.0,POTB Digester,OR,BPAT,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),409,Ticona Polymers Inc,False,1,44.2,0,0,0,0.0,42.89855072463768,0.0,Ticona Polymers Inc,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),410,Thumb Electric Coop of Mich,False,1,0.0,0,0,0,0.0,50.0,0.0,Ubly,MI,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),411,Thorton Township School Dist,False,2,2.4,0,0,2,0.0,60.609243697478995,0.0,Thornridge High School,IL,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),412,Thomson Corp,False,1,0.0,0,0,0,0.0,50.0,0.0,Thomson Reuters Campus Bldg A-D,MN,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),413,Thilmany LLC,False,1,44.6,0,0,1,0.0,61.608620689655176,0.0,Kaukauna Paper Mill,WI,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),414,The University of Texas at Dallas,False,1,3.5,0,0,1,0.0,64.28571428571429,0.0,University of Texas at Dallas,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),415,The Regents of the Univ. of California,False,1,28.5,0,0,0,0.0,46.90270390070921,0.0,PE Berkeley,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),416,The Premcor Refining Group Inc,False,2,169.10000000000002,0,0,0,0.0,29.487545411503916,0.0,Air Products Port Arthur,TX,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),417,"The Mosaic Company, Plant City Facility",False,1,0.0,0,0,0,0.0,50.0,0.0,"The Mosaic Company, Plant City Facility",FL,TEC,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),418,Timberline Energy LLC,False,1,3.2,0,0,0,0.0,55.89285714285714,0.0,Front Range Project,CO,WACM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),419,United States Steel-Gary,False,1,161.0,0,0,0,0.0,35.85033350658351,0.0,Gary Works,IN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),420,United States Steel- Clairton,False,1,31.0,0,0,0,0.0,52.75,0.0,Clairton Works,PA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),421,United States Steel Granite City Works,False,1,0.0,0,0,0,0.0,50.0,0.0,Granite City Works,IL,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),422,Unison Energy LLC,False,1,4.0,0,0,0,0.0,37.00501253132832,0.0,Gaylord Rockies CHP,CO,PSCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),423,Union Carbide Corp-Texas City,False,1,0.0,0,0,0,0.0,50.0,0.0,Texas City Plant Union Carbide,TX,ERCO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),424,Union Carbide Corp-Seadrift,False,3,336.0,0,0,0,0.0,43.332982584234855,0.0,Union Carbide Seadrift Cogen,TX,ERCO,0,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),425,USG Paper LLC,False,1,0.0,0,0,0,0.0,50.0,0.0,"USG Paper, LLC - Orange Mill",TX,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),426,"US Sugar Savannah Refinery, LLC",False,1,11.7,0,0,0,0.0,49.921875,0.0,Imperial Savannah LP,GA,SOCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),427,US Paper Mill Company,False,1,27.2,0,0,0,0.0,44.79512262585285,0.0,Pixelle Specialty Solutions LLC - Chilli,OH,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),428,US Magnesium,False,1,48.0,0,0,1,0.0,57.074275362318836,0.0,US Magnesium,UT,PACE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),429,US GSA Heating and Transmission,False,1,10.8,0,1,0,10.8,83.57499168606584,0.0,US GSA Heating and Transmission,DC,PJM,0,1.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),430,"Toyon Landfill Gas Conversion, LLC",False,1,1.1,0,0,0,0.0,35.464376267748484,0.0,Toyon Power Station,CA,LDWP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),431,"UNS Electric, Inc",False,2,229.0,0,0,0,0.0,51.68310684363495,0.0,Valencia,AZ,TEPC,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),432,U.S. Army - Radford,False,1,18.0,0,0,0,0.0,53.088936781609185,0.0,Radford Army Ammunition Plant,VA,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),433,U S Gypsum Co,False,1,5.8,0,0,1,0.0,69.43297872340425,0.0,US Gypsum Oakfield,NY,NYIS,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),434,U S Borax Inc,False,1,48.2,0,0,0,0.0,42.634453781512605,0.0,US Borax,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),435,Tulsa LFG LLC,False,1,3.2,0,0,0,0.0,42.11360755875477,0.0,Tulsa LFG LLC,OK,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),436,Tropicana Products Inc,False,1,46.8,0,0,0,0.0,40.869565217391305,0.0,Tropicana Products Bradenton,FL,FPL,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),437,Triton College,False,1,3.6,0,0,1,0.0,66.85224089635855,0.0,Triton East and West Cogen,IL,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),438,"Trigen Inner Harbor East, LLC",False,1,2.1,0,0,0,0.0,50.529100529100525,0.0,Inner Harbor East Heating,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),439,Tres Power Victoria LLC,False,2,200.0,0,0,0,0.0,49.365258199302716,0.0,Tres City Power LLC,TX,ERCO,2,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),440,Transamerica Pyramid Properties LLC,False,1,1.0,0,0,0,0.0,58.98985801217039,0.0,Transamerica Pyramid,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),441,"Toyota Motor Manufacturing, Kentucky, Inc.",False,1,2.0,0,0,0,0.0,51.22015894987021,0.0,"Green City Recovery, LLC",KY,LGEE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),442,"US Dept of Army, Garrison, APG",False,1,7.9,0,0,0,0.0,53.13269038909212,0.0,APG Combined Heat and Power Plant,MD,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),443,Tata Chemicals Partners,False,1,0.0,0,0,0,0.0,50.0,0.0,General Chemical,WY,PACE,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),444,Targa Pipeline Mid-Continent West OK LLC,False,1,3.9000000000000004,0,0,0,0.0,30.054430863254392,0.0,Waynoka Gas Processing Plant,OK,SWPP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),445,Targa Midstream Services LP,False,1,2.5,0,0,1,0.0,61.19293078055965,0.0,Stingray Facility,LA,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),446,Targa Co-Generation LLC,False,1,15.0,0,0,0,0.0,43.8427003658131,0.0,Mont Belvieu Cogeneration Unit,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),447,Tanaska Grimes Partners LP,False,1,939.6999999999999,0,0,0,0.0,45.250521394185526,0.0,Tenaska Frontier Generation Station,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),448,Tampa Wastewater Department,False,1,2.5,0,0,1,0.0,63.201970443349765,0.0,Howard F Curren Advncd Wastewater Plant,FL,TEC,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),449,Talen Energy Group,False,3,3374.0,0,2,0,3374.0,74.47903275956443,0.0,Brunner Island,"MT, PA","NWMT, PJM",1,1.0,65,1.0,
by_recoverable_usd,prospect (cold outreach),450,"TX LFG Energy, LP",False,1,3.4,0,0,0,0.0,61.45206033964771,0.0,Security,TX,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),451,"TPC Group, LLC",False,1,35.0,0,0,0,0.0,47.09508145363408,0.0,Texas Petrochemicals,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),452,"TMF-RIG, LLC",False,1,4.800000000000001,0,0,0,0.0,52.76315789473684,0.0,Threemile Digester,OR,PACW,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),453,The Gillette Company,False,2,12.2,0,0,0,0.0,43.672748019234824,0.0,Gillette SBMC,MA,ISNE,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),454,TES Filer City Station LP,False,1,0.0,0,0,0,0.0,50.20136307311028,0.0,TES Filer City Station,MI,MISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),455,TDX North Slope Generating Inc.,False,2,33.2,0,0,1,0.0,45.66161467900991,0.0,TNSG South Plant,AK,nan,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),456,T&M Limited Partnership,False,1,1.0,0,0,0,0.0,51.78221288515407,0.0,"Hidden View Dairy, LLC",IN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),457,Synergy Biogas LLC,False,1,1.4,0,0,0,0.0,55.1750700280112,0.0,Synergy Biogas,NY,NYIS,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),458,Sylvamo North America LLC,False,1,42.1,0,0,0,0.0,49.822629310344844,0.0,Ticonderoga Mill,NY,NYIS,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),459,Sylvamo Corporation - Eastover,False,1,109.6,0,1,0,109.6,76.44927536231884,0.0,Sylvamo Corporation Eastover Facility,SC,SCEG,0,1.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),460,Sycamore Energy LLC,False,1,5.4,0,0,0,0.0,39.22015297638843,0.0,Sycamore Energy LLC,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),461,Sycamore Cogeneration Co,False,1,300.0,0,0,0,0.0,48.216031280547405,0.0,Sycamore Cogeneration,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),462,Sweeny Cogeneration LLC,False,1,572.0,0,0,0,0.0,22.419470992547154,0.0,Sweeny Cogen Facility,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),463,Sunshine Gas Producers LLC,False,1,23.0,0,0,0,0.0,14.564126460678185,0.0,Sunshine Gas Producers,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),464,Sunrise Power Co LLC,False,1,685.2,0,0,1,0.0,60.31249999999999,0.0,Sunrise Power LLC,CA,CISO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),465,THUMS Long Beach Company,False,1,57.4,0,0,0,0.0,21.137529137529135,0.0,THUMS,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),466,The College of New Jersey,False,1,6.2,0,0,0,0.0,44.375,0.0,College of New Jersey,NJ,PJM,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),467,The Andersons Albion Ethanol LLC,False,2,10.1,0,0,0,0.0,37.24374250888038,0.0,The Andersons Albion Ethanol LLC,MI,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),468,The Amalgamated Sugar Co,False,1,12.7,0,0,0,0.0,54.24107142857142,0.0,Amalgamated Sugar Twin Falls,ID,IPCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),469,"Thad Hill Energy Center, LLC",False,1,807.0,0,0,1,0.0,70.06538577101544,0.0,Thad Hill Energy Center,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),470,"Texas Microgrid, LLC",False,32,82.4,0,0,0,0.0,48.40429876020854,0.0,HEB00292,TX,ERCO,0,0.0,65,58.0,
by_recoverable_usd,prospect (cold outreach),471,Texas City Cogeneration LLC,False,1,450.0,0,0,0,0.0,41.5325273851903,0.0,Texas City Power Plant,TX,ERCO,1,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),472,"Texas A&M, Utilities & Energy Services",False,1,45.1,0,0,1,0.0,63.48684210526315,0.0,Central Utility Plant - Texas A&M,TX,ERCO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),473,Tesoro SoCal Cogen LLC,False,1,405.0,0,0,0,0.0,45.588235294117645,0.0,Watson Cogeneration,CA,CISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),474,Tesoro Refining and Marketing Company,False,2,83.0,0,0,0,0.0,48.757465092471875,0.0,Equilon Los Angeles Refining,CA,LDWP,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),475,Tesoro Refining and Marketing Co LLC,False,2,122.8,0,0,0,0.0,35.110894560567445,0.0,Tesoro Mandan Cogeneration Plant,"CA, ND","CISO, SWPP",0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),476,Tesoro Refining & Marketing Company LLC,False,1,0.0,0,0,0,0.0,50.0,0.0,Tesoro Wilmington Calciner,CA,CISO,0,,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
by_recoverable_usd,prospect (cold outreach),477,Tate & Lyle Ingredients Americas Inc,False,1,7.4,0,0,0,0.0,38.09140141467727,0.0,Sagamore Plant Cogeneration,IN,MISO,0,0.0,65,,fewer than 3 gas sites - excluded from share-at-risk ordering
